reviewId,content,score
80d00aca-6f75-4c1c-a362-1cda03115089,Updated my messenger app,3
4363e252-8522-4049-add2-e779ca4c443a,Graceann,5
47eb2576-4ffc-4883-9009-5c48867ce6f2,Notes function is missing.,1
b857ebc4-73a3-411a-bc7d-32c27360e67d,Good,5
b3530f4f-2fe2-4251-bd9c-8d65133d44c2,It was good.,5
d3b1341a-ae93-413b-9fd3-d2631a653371,Trusted,5
99f818df-c94e-44e2-8bb7-2b65f588ed57,Good,5
d00c227f-4e3b-45a4-b238-205bc7fcf57e,"i hate the new update called end to end encryption, whenever i delete my messenger our conversation is gone, katulad lng nang ginawa nya sakin, ghinost aq.",1
f9d29acf-6f07-47a8-8e53-38278b833648,Bad not good,1
3ccd1299-9f63-4499-aa4f-f7080d106df8,Nice,5
e6bb5425-0786-4aa6-a090-495884578e26,It okay 😘😘😘😘😘👍!,4
56684acd-4a22-4d82-92ef-7d49758b365c,Good,5
368dd6b1-5dba-464c-bd06-64eec4fd12d8,Beautiful,5
5cd783fc-6780-4697-b8e2-558437dc5166,Fantastic,5
00ab226a-22ea-48f3-b8db-0984196eb7c7,Nice,5
414a3c4c-c2e9-437a-92e1-fdb21f717a6e,Awesome,5
c924b93a-61f8-405c-ae22-4a9c899a550f,لا استطيع التكلم مع حبيبتي بسببكم 🥺 نكماتكم 😭,1
9a046cc7-0fe7-413c-a61d-5d5df229b6d1,"I am so devastated, I've used this app for many years yet I don't have any problem about it. But something is bugging me since the update of end-to-end encryption. It's very frustrating. Earlier, when I accidentally deleted my messenger, i reinstalled it. I can't see my new messages. All i see is some chats that was sent months ago such as april 8 or may 6. Try to delete it if you can? That update is making me frustrated.",1
f7c41c0a-f4a5-4a6a-85f5-21b1da3b36e5,nice this app I will give five stars✨✨✨✨😊⭐⭐⭐⭐⭐,5
43c202a1-3e9b-46b6-872f-3a4cf85568b8,🤟🏻,3
fcd2798d-e9ee-46bb-8465-be1f0c8df2c6,good and fun,5
04857bac-2114-49a2-9f59-98819881b04b,উজ্জল ‌দেব আইডি,5
2d03d010-9dcf-4c8a-83ff-1501d53fdccd,"Every time I send a message in chat, the quick reaction emoji is pressed and inflates and pops. I sometimes randomly get notifications of messages that I received and read many hours prior.",1
dec2e26f-aa4b-4497-aa2e-497985358760,روعة روعة روعة,3
d1671369-104c-490e-953e-947006ffc714,Good,5
c695b431-890d-401e-8149-06e6cb94fdaa,Please make it simple. Or make the lite version available on play store. I don't like the group chat option which is due to there is no way to leave the group.,3
44ddce39-0447-4ea8-b7ee-5a6ae8afb02c,Well,5
40ed8df5-04ee-4d01-b708-7e8e733239b0,the best 👌,5
a2847939-3e97-4a34-81a2-8a68cb02fb95,I love the app!! but I was hacked recently and I can't even get them to respond to me!! so I can get my Facebook account back!!,1
1351ff64-290a-4b1c-9ffe-b563f793f6cc,Please fix messenger it not showing the rear of the messages it's only doing that from my phone but not on my tablet please fix this,3
0f8c1196-ad82-4c3e-a0e2-3c346a95ddf6,Having resolution issues with pictures,1
4b114d1f-4fab-4f41-b3f3-e70e4eed1c83,Excellent,5
0b3f6b23-ede2-43cb-ae5d-a0b990928a1d,What to do if i can't access my encrypted chats?😭 there are no option reset pin because of i've forgotten my pin what should i do now?😭😭,2
7899b33f-c2d0-4fd7-afec-0d5220e80fc4,"Always annoying, I'll already sent the messages but it's not. Please fix this problem",1
f6a34e3d-b703-4412-95aa-831aad6ff8b2,"So far, it is confusing..",5
24474092-98d1-45cf-81bc-b90cf24cbaa7,Very convenient. Helps me to stay in touch with loved ones.,5
be40d469-88f2-4769-b000-cf6d5ec7dbb7,Sometimes I forget to rate. I love messenger keep up the good work,4
c614efe0-a57f-4b0d-8656-002f0311e9e3,Nice,5
7b4f935d-d5ea-41b0-be97-13a058d93c66,Sabiq Aaothn,2
29f4b08a-2dc8-4edb-aeb4-992ea0853635,"It's become so slow so long ago it's hard to remember when that started happening and no improvements so far. Everything's fine with the internet connection, so it's definitely the app. Even sending messages (not photos or videos) became tedious.",1
55a7187b-6a32-4acc-8309-62cbff486871,"This is interesting, amazing, exciting and great indeed. Congratulations! In fact, I like it, admire it, commend it and recommend it too. Keep it up. God bless YOU all. Shalom!!",5
b173b9d1-ed0d-4fbd-9daf-1c08d31b2076,Good,5
74be7f4e-1160-4837-bc4b-c03995056a5f,حق سچ نیوز وہاڑی,5
b3fecfeb-d92a-49ee-8adc-03c5d48bdc67,Great app. I love this .. it's awesome for real.,5
ce2116f3-2f0e-49ea-8fd3-d5d8b4554c41,Update your apps it become cruel what such a useless apps bug all the time,1
62d7b917-49ee-455f-8375-41506805b3cb,Good,5
dff43091-7c35-4365-b88b-c648a533269d,"Love it,,,,,,",5
9a9a18fc-f6f0-4b65-b8d2-788a2c38aa5b,goodz,5
bc7ba0e2-c860-4c78-ba9a-6ad0d745c870,nas,5
2aff0882-cdee-4787-9781-f3209e6fc68c,Nice,5
08cf8999-7ad8-433e-b7c3-a592630eb47b,Very nice,5
a7ec3ffe-f068-455b-a155-31e3298c82a0,Nic,5
dfcb3844-135a-4290-a2f7-b85f5b622b2f,Used to give it a 5 star review. But this AI button that gets in the way of where I am trying to grab emojis is pissing me off. I might actually use the button if it didn't get in the way of something that has been built into my muscle memory for years.,1
eb1488e8-af5a-484f-9aeb-416dbbebeca4,The app won't let me open any of my messages and is such a drag to use as it leaves me at a blank page every time.,1
39f3172a-1436-40b0-bf97-71a87a168b17,Good,5
22cae68f-26b6-4882-a0b9-2803a079160d,perfect,5
fa8339c2-ed0e-43d6-b9c2-705632446d2b,Chimuanya,4
1de9b89a-bf9e-45f2-86ec-bb035b9d59da,GIVE AN OPTION TO REMOVE POLLS,1
5b38179b-0178-4e1a-9071-a5df153befcf,Doesn't give app notifications,2
dd331e6f-82e5-41f9-bf83-f5157cf46260,A blessing,5
a5e2ff28-be11-4f8a-9291-cd34190bb1fe,Very good,5
d1f606b1-3a71-4b8d-b174-38c0ee686e22,Super Loading Hindi na maka search ng conversation,1
e966c70b-6453-4521-a0c1-98e702eb1191,Totally responsive,5
90dbf91e-d533-405c-b160-e24e62e8bb90,ɢᴏᴏᴅ,5
1927fec4-438c-448f-923f-c04e49061e06,Used to be great.,4
1826c003-7d82-475c-855d-50bcee85953d,I'm not noticed to my phone screen 😭,1
a3ecc4e4-3ab1-412f-9226-1f0ac6075947,"I love it,it's the best 🥰😍😘",5
04b7eeef-96a6-4bfa-a715-8c2c0b9f650d,Better place to meet up with your best friends,5
4b30cc9d-0eb9-4b00-bb34-3ca93b67ec1e,please add send files and remove massage before it was delivered,4
9d68117a-21d5-440b-9f3a-f04984dfff00,Poor quality,1
539a7ee6-de47-4555-a419-a2e40007c16b,This is the worst update goggle has ever done.. sometimes you cant retext you cant delete text of your choosing...come on do better!,1
4a805ccc-9bd8-40bf-90e7-9dd36fc2f9fa,Nice,5
feae6439-86e8-45bc-b668-16e4611c0a48,Great,4
2d904dac-bdbe-444f-8104-57c1c930c377,Pattern pa more gago,5
0490c5d5-f97f-4003-b77c-b4b8637c6328,Late push notifications. The whole point of using it was to get notified instantly once a message arrives. Fixing = 5 stras,1
00875a73-7c27-428b-b2e3-b123fb6a93fc,Very nice app,5
16d648ef-1c2a-450a-8a70-875ed6a9daac,Good,5
741f2b67-844c-44ad-a99f-c14235b7a2f7,EXCELENT,3
6f19f54d-b04e-4804-b346-a7330e4fb7d9,its very useful and helpfull,3
8f76a218-c409-451d-ac8b-40ed2a1ccf12,This is a must need have and wish it was able to go without data or Internet it'd help a lot of people,5
88121d3b-33d4-4a47-b2c1-2915801262e2,Update sucks,1
96b71d3a-3ff6-4eba-9153-1349478cd714,Awesome app,5
1358a556-d86f-4e6c-aa2e-8bc835fb4d51,Can't update it,3
4b1640a1-d9d0-4586-8a37-7599486cb215,Better than text now,5
f7f172b7-224a-4590-a7c0-dcf4114c0660,ভালো,5
4094dd98-8d7e-447c-b645-00ba9504a5b1,"Been using Messenger text and call app for years now. Rarely experience negative issues with it. Just please add more background image options, such as seasonal nature scenery, and animals (realistic, not cartoons or caricatures). Thanks!😊",5
7837e1a0-f47c-41cf-9fb4-e7f00dc837ad,Updates after update,1
89491c95-3e6d-43e7-b593-af7a09123fc7,Awesome 👌 👏,5
dd1ad8fc-1885-4443-a4e9-f2fb6dc32be9,Not bad,5
b143ad75-d3ed-44f9-83b5-e72baff01a51,राम राम जी,3
7b94d580-f786-48a6-a00d-38095cf38365,Not working well or sending late messages,1
4d0ba6f3-c114-4170-9fde-e0a9df2ce862,It is an amazing app.... awesome!,4
4cf0c1e9-b3e1-4ea8-848a-45b44be6ec99,Hye maseeger team please check my account then free mode not working please help me,5
08e7c57c-a285-404c-aceb-a81d82fc93f3,Nice,5
8abe81e7-e299-4177-9d0a-6863be2decd0,Why my privacy settings is not working?????🤬 I choosed few people can see my stories but they didn't update the changes....... what is the reason,1
fe827c80-2e75-4a91-b35c-480c69e71425,Nice,5
1e62d7fa-cd88-4fe5-9f75-472801e47f5c,Sometimes it work's!,3
e1b9bd17-8565-4bee-8d6f-50dd8fbd4a60,Good hope,5
5a35fd11-8e65-4ed2-9e49-f0c833f0103e,Ok I'll,5
b2f66a61-df05-4877-9b8a-1a760a145186,👍,5
7d1cfab8-d036-41d2-bd3e-aeeb6c8ef8ae,Good,5
b8cb80f1-5435-4117-8d36-f5d054c75f2e,Very good 👍👍👍,5
4f52150c-0297-4011-9fa4-5dc90bfadcba,Worst app on the plant,1
399921a7-eedb-4a4f-ae71-a0af4c3eb568,Good,5
3782327b-bf85-4a74-b060-ded6cfe17100,I am unable to answer calls...help!,1
99df5d1f-8ba2-4019-b2fd-3d508cfb7e0f,My favourite and liked app,5
16a8b4d4-139a-4ced-a4b0-2cd4a48f6aeb,Lovely app,4
897dc4dd-2263-49f8-88b9-a531b9f1a420,👍,5
1a98c066-affc-499a-b29b-058df8773be6,Need the chat lock 🔒???,5
c69bdd62-a1e8-4218-a54e-cb79597ffd5b,sometimes not working ... like now,3
d096aed1-b703-49a2-a9f2-5f7535ca729f,Help me,5
29b552de-0ddd-432d-ba8c-0a87804da951,"Messenger used to be a great app full of features, but each update has been a downgrade that removes those features and adds bugs. Remember when the basketball emoji opened up a basketball game? Remember when you could pin messages? Searching messages is very slow now. I can't make emojis big anymore. I can't edit the words that cause emojis to pop up anymore. Notifications are extremely delayed (I get them a few minutes after seeing a message while in an active chat). What is going on??",1
400a654c-e3ef-44d7-8416-318504640a84,High quality,5
156fbbe1-d519-45ec-8363-4afa7f43d1f4,I can't explain the benefits of massenger,5
f461e223-3229-4727-be58-e3cbb9092ea0,It's hacked so I stay amused😂,5
04477d1e-133e-4874-bf05-2ae7451974ef,Super,5
ca0cc819-5920-4fbd-9d70-39e82e98961a,Nice,5
674e6c4d-3b4a-42f8-8afa-288761075946,Active status bug is beyond annoying,1
3b0c1e24-2c40-497e-88cb-119918f4ef87,I use this app for keeping in touch with my whole family! I don't know what I would do without messenger.,5
51090f9d-ffad-4b8f-80d0-ea8b9c62a53a,Your service is very wonderful and second to none.,5
0ff2f654-ff9e-47c8-8e63-3aed329572a1,real great service,5
d6034576-a818-480e-9f5d-b9b79e5cab9a,I like the app,5
572b41cf-1bd0-4619-a64e-819cd9ae4b75,Good,5
dd45ac8c-8787-46f6-9587-2ddbd423a06c,Why am unavailable to install this app....am try to install last 2 days....,3
64440a36-2fbc-47db-9c87-c4252173a199,Poor,1
31cf5a01-d863-4d5e-9af2-b431d9a3371a,अब हम बार-बार अपडेट नही करेंगे इसलिए एक माह पर अपडेट करने का सिस्टम बनाओ,2
4f77e187-aff9-450e-99ab-e4d7204ff959,Good 👍,5
aecb65fd-1dc3-44c3-82ac-005cf8fd2fd3,It's ok,3
eac5f240-da25-4784-9003-c47a112ea7a0,Nice,5
e5819931-6ccb-41b5-9604-0b32be384c31,جيد,3
62a948cd-b76e-4ded-aa58-c9ed8ebde3b4,Abrage,3
d8f75bff-f9d7-4168-829a-05be1df794c7,Nice,4
f3ff530c-c0b8-4d10-b96c-6c88d5905b68,good,5
8372d758-4634-41e0-9b70-2fe3b12be8a4,"Right now I am having a problem to upgrade the Messenger App on my phone, when it was working find this morning",5
0885a23f-650d-4e3d-bd50-2f123e59249a,very good apps,5
f18808ce-a9fc-412c-8660-eef8fa91fa4f,Wala pading notes account ko pukinginanyo,1
7d968b66-287c-4a99-bcf1-1e3fadc3fcbe,ชอบมาก,5
957ee5e1-dfaf-49f6-8ac5-8654e3afcd7b,Cool,5
0aac8148-f32c-45cc-b353-19882c76f0db,My Personal Opinion Of Messenger Being Very Positive In All Aspects! That Being Said I Think Messenger Should Incorporate A Way To Call 911 In The Event Of An Emergency Or A Domestic Violence Situation Especially When Other Ways To Call For Immediate Help May Have Been Taken As Part Of DV No Matter How Serious Or Not DV Victims Need As Many Outlets As Possible As DV Can Escalate Very Quickly ! Thank You For The Opportunity To Express Such An Important Opinion On A Very Personal & Growing Topic,5
74250ccf-d7cf-4d24-a1bd-16bb5e1ffb23,Vikas bhai,5
21582c91-af49-4372-909c-c94e2d5704e0,My favorites chatting,5
2793bc15-f25f-45c6-badb-7787706d4280,Amazing amazing app❤❤❤,4
cb90bda3-4679-459e-8f63-cf522f8ff3b0,Aye mar,5
78a4e701-e939-4319-9ac1-e0a8d25f5312,Ok,4
2f6135e0-a4df-4db6-ad9e-f11f05ce80fb,Hi Hassan,5
927c40f3-2ae5-4321-a5ec-d26a59f6a5e2,I like this app 👍,5
db3a2b6d-dc9f-4f94-b751-d2ed01b7ffbf,Rafag Hahhahaha,5
2d73e0a4-8022-4384-b921-b18fdff39b2c,"I like how easy it is to share pictures and videos with my friends and family! It is no longer easy to share videos. Lately when I try to send something I like on the internet it can't be opened. This is very aggravating, I have quit trying to send things that I find humorous to friends and family.",1
96f7d48c-7583-4c64-a2dd-36b656c195a7,Great,5
10ceae65-f927-4b44-8d7d-8061cc1d3787,Thank you for your help bless 🙌,5
9c59a26b-087d-42df-9278-694d3e1389c0,Very good,5
9881188a-a0e2-4374-8386-f4712bdbf266,Not a good service its stuck to much now days,3
dc8caf4e-589e-4fc2-8004-5689b579a5d0,Ryyyuu,5
7a1b514e-1f0c-4234-a947-8504dc6635f2,Great 👍,5
39dfb34d-4ed3-411d-b410-e0734e49c0d5,Amjad,5
94ec2409-2335-469d-99ea-c066e5647e5c,good,5
bf2a8137-a37b-4b81-83ae-3b7c4edd646e,I cannot make video calls When make video calls other person screen is green,1
aaa290a8-4917-49fe-8f92-547e617410ca,"Putting an AI button next to the send message button is absolutely infuriating. Really just the most frustrating forced ""feature"" so far. Transferring as many of my contacts as possible to other message options.",1
a440615f-025b-413a-a5f0-5a02939b56b1,"hello meta. with all due respect, can you please remove the end-to-end encryption in your features? idk how you put PIN on my messenger when i didn't put any PIN on it (i always skip whenever you keep on reminding me to put my PIN on), now i can't access the most important messages/conversation i have coz it end up encryption. it's so hassle for me😭",1
1060099a-1088-4a77-9fae-3997a45a8f8e,Falak.shair is good or,5
314bf536-8eb1-4dc5-89e1-3a58ccd8e852,New messenger hacked,5
29eb0e32-0ede-4d9d-8057-63215df170bd,Nice 🙂👍,5
16ee4497-f4e0-4475-9b34-53b3d58585ca,This is very good,5
25eba5ed-80d7-4879-8f5b-1c58f3a36355,Hii sir Google pay you to getting na na,5
1bcd6a00-b867-4447-96e5-6e1ffb8f9c14,Vivo v40,5
e16020b5-0cac-4561-b785-bd3377fe55a7,LitMessenger,2
8fefebfc-9854-4d36-9c18-5740661ae8e1,Wow,5
214c2628-9264-4e17-b11b-2424e92dec71,Good,5
d5ed09f6-2c44-4941-bc8a-9d70f1284037,Ranmatali,2
59fd6cfc-05ed-4d57-b42e-6ec862693c6b,tangena nyo alisin nyo End to end,1
9500ea64-aacc-45f2-bd1b-2e59c0612db1,I love it so much,5
9ee913f6-19f5-46f1-b9d9-edebe90ded7a,Nice app,3
2f87c89d-1677-4f7d-b518-c1638fcd6b6a,Nepal,5
d579be65-e4d4-419d-8354-a5e82170843a,"A lot of bugs, not opening messages, chats glitches, old messages randomly puts to front, videos/photos/vc don't send and much more. Overall, this app is next skype",1
97f93211-1bee-4aa3-b691-f2fc7c0df55a,App is terrible and it's like they refuse to address problems we've had for years. Can't send videos. Half of the functions such as search in conversation just stop working randomly for days at a time. Fix your app,1
55a2270d-0dae-4db0-8e49-4dce6a41ac35,Messenger is a safe app,5
76cbc25c-475b-4fc2-98ff-44f98df12ddd,"বালের অ্যাপ, মেয়েদের মেসেজই আসে না,Uninstall করলাম ।",1
8eb6d749-e1a8-464a-ac20-8d2cde5cd31e,Calling can be iffy. But texting is fine. Could be better.,3
48d6de97-0bf0-4735-8fdb-33efbc5898da,Good,5
5333d663-e995-45ac-ac70-be507b51e81d,Good app,5
51e0360c-0363-4dc9-8bdc-d8dd12148332,Fatafati,1
4a144b4f-401e-4d89-9f00-9e572bc46b45,Nice to watch,5
b60ce900-1a97-42e9-8029-118da8339600,Good,5
decdee7b-676b-4e0e-9b92-a1aeb3c6ed60,Very good,5
617b7621-c131-4d86-ad27-e8446e6f50cc,My life experience,5
6882d2b9-8ed1-4b56-821c-ad60c88310c7,It's very nice app I like to use it's very easy to use,5
ca9add94-793c-4313-8b02-41ad0f887281,just wow,5
02a0da8d-6a4b-4af2-89fd-efcc1ef8af47,It was I'm using long time the apps and I never have any kind of problem last few years I have problem by to personal image content by mistake uploaded and now we problem my i Kindly request to app developer plese remove to the image content and Link all images from social midia sid and photo all so the everything please celan my all uploaded photos fix the problem thank you please my I request kindly request again please remove everything from son as possible remove thank you,1
6aaf2418-0b19-4a1f-bdfc-624c5cc98e07,Like the app and features.,5
